,P,ET,D
2007-06-13,0.0,1.3125502,202.20741963386536
2007-06-14,0.0,1.29034,203.49775958061218
2007-06-15,0.0,1.270333,204.7680926322937
2007-06-16,0.0,1.2576691,206.02576172351837
2007-06-17,0.0,1.2304964,207.25625813007355
2007-06-18,0.0,1.2176787,208.47393679618835
2007-06-19,0.0,1.2114141,209.68535089492798
2007-06-20,0.0,1.192697,210.87804794311523
2007-06-21,0.0,1.1628778,212.04092574119568
2007-06-22,0.0,1.1355652,213.1764909029007
2007-06-23,0.0,1.126207,214.3026978969574
2007-06-24,0.0,1.1223627,215.42506062984467
2007-06-25,0.0,1.1177533,216.54281389713287
2007-06-26,0.0,1.1160613,217.6588752269745
2007-06-27,0.0,1.1216451,218.78052031993866
2007-06-28,0.0,1.1102629,219.89078319072723
2007-06-29,0.0,1.0847877,220.97557091712952
2007-06-30,0.0,1.0597956,222.03536653518677
2007-07-01,0.0,1.0433909,223.07875740528107
2007-07-02,0.0,1.0383252,224.1170825958252
2007-07-03,0.0,1.0281351,225.14521765708923
2007-07-04,0.0,1.0203091,226.16552674770355
2007-07-05,0.0,1.0479845,227.2135112285614
2007-07-06,0.0,1.0814248,228.29493606090546
2007-07-07,0.0,1.0905108,229.38544690608978
2007-07-08,0.0,1.0954108,230.4808577299118
2007-07-09,0.0,1.0929213,231.57377898693085
2007-07-10,0.0,1.1047122,232.67849123477936
2007-07-11,0.0370000004768371,1.117781,233.7592722773552
2007-07-12,0.0,1.1192198,234.87849205732346
2007-07-13,0.0,1.115389,235.993881046772
2007-07-14,0.0,1.1109287,237.10480970144272
2007-07-15,0.0,1.0962526,238.20106226205826
2007-07-16,0.0,1.0647432,239.26580542325974
2007-07-17,0.0,1.0389544,240.3047598004341
2007-07-18,3.1419999599456787,1.0310833,238.19384318590164
2007-07-19,0.7680000066757202,1.0015289,238.4273720383644
2007-07-20,0.0,0.98216844,239.40954047441483
2007-07-21,0.0,0.964113,240.37365347146988
2007-07-22,0.0,0.9405847,241.31423819065094
2007-07-23,0.0,0.91691536,242.23115354776382
2007-07-24,0.0,0.9050783,243.13623183965683
2007-07-25,0.0,0.8924789,244.02871072292328
2007-07-26,0.0,0.8635462,244.8922569155693
2007-07-27,0.0,0.8379978,245.7302547097206
2007-07-28,0.0,0.83374804,246.56400275230408
2007-07-29,0.0,0.844481,247.4084837436676
2007-07-30,0.0,0.849816,248.25829976797104
2007-07-31,0.0,0.8583601,249.11665987968445
2007-08-01,0.0,0.8795128,249.99617266654968
2007-08-02,0.0,0.90605044,250.90222311019897
2007-08-03,0.0,0.9245969,251.8268200159073
2007-08-04,0.0,0.93177027,252.75859028100967
2007-08-05,0.0,0.9659719,253.72456216812134
2007-08-06,0.0,0.9690962,254.6936583518982
2007-08-07,0.0,0.9537089,255.6473672389984
2007-08-08,0.0,0.91891164,256.5662788748741
2007-08-09,0.0,0.90382457,257.4701034426689
2007-08-10,0.0,0.9066102,258.3767136335373
2007-08-11,0.0,0.90841603,259.28512966632843
2007-08-12,0.0,0.9046129,260.18974256515503
2007-08-13,0.0,0.90046203,261.09020459651947
2007-08-14,0.0,0.90025103,261.9904556274414
2007-08-15,0.0,0.90286934,262.89332497119904
2007-08-16,0.0,0.89257205,263.78589701652527
2007-08-17,0.0,0.8818803,264.667777299881
2007-08-18,0.0,0.8652252,265.5330024957657
2007-08-19,0.0,0.85230696,266.38530945777893
2007-08-20,0.0,0.83492005,267.2202295064926
2007-08-21,0.0,0.8241079,268.04433739185333
2007-08-22,0.0,0.83418334,268.8785207271576
2007-08-23,0.0,0.83897936,269.71750009059906
2007-08-24,0.0,0.8480079,270.56550800800323
2007-08-25,0.0,0.83834255,271.4038505554199
2007-08-26,0.0,0.8166252,272.2204757332802
2007-08-27,0.0,0.80242246,273.0228981971741
2007-08-28,0.0,0.80611587,273.82901406288147
2007-08-29,0.0,0.8117008,274.6407148838043
2007-08-30,0.0,0.82675785,275.4674727320671
2007-08-31,0.0,0.8274076,276.2948803305626
2007-09-01,0.0,0.8193406,277.1142209172249
2007-09-02,0.0,0.8238967,277.93811762332916
2007-09-03,0.0,0.8480708,278.7861884236336
2007-09-04,0.0,0.8477955,279.63398391008377
2007-09-05,0.0,0.8645483,280.4985322356224
2007-09-06,0.0,0.8925205,281.3910527229309
2007-09-07,0.0,0.8819325,282.27298521995544
2007-09-08,0.0,0.89124227,283.16422748565674
2007-09-09,0.0,0.92281824,284.0870457291603
2007-09-10,0.0,0.9443716,285.0314173102379
2007-09-11,0.0,0.96614206,285.9975593686104
2007-09-12,0.0,0.97886205,286.9764214158058
2007-09-13,0.0,0.98698235,287.96340376138687
2007-09-14,0.0,1.0362213,288.9996250271797
2007-09-15,0.0,1.0835603,290.0831853747368
2007-09-16,0.0,1.1143856,291.1975709795952
2007-09-17,0.0,1.1476833,292.3452542424202
2007-09-18,0.0,1.1690271,293.5142813324928
2007-09-19,0.0,1.1613709,294.67565220594406
2007-09-20,2.727999925613404,1.1689352,293.11658746004105
2007-09-21,0.0,1.1899643,294.30655175447464
2007-09-22,0.0,1.1960893,295.50264102220535
2007-09-23,2.760999917984009,1.1766213,293.9182624220848
2007-09-24,0.0,1.1648186,295.08308106660843
2007-09-25,0.0,1.1689495,296.25203055143356
2007-09-26,0.0,1.1611843,297.41321486234665
2007-09-27,0.0,1.1245455,298.5377603173256
2007-09-28,0.0,1.08254,299.6203003525734
2007-09-29,0.0,1.077092,300.69739240407944
2007-09-30,0.0,1.0892406,301.7866329550743
2007-10-01,0.0,1.1118157,302.8984486460686
2007-10-02,0.0,1.1207986,304.01924723386765
2007-10-03,0.0,1.1439434,305.16319066286087
2007-10-04,0.0,1.1527495,306.3159402012825
2007-10-05,0.0,1.1826404,307.49858063459396
2007-10-06,0.0,1.226666,308.7252466082573
2007-10-07,0.0,1.2668297,309.9920763373375
2007-10-08,0.0,1.2651517,311.257228076458
2007-10-09,0.0,1.2640282,312.52125626802444
2007-10-10,15.62399959564209,1.3289014,298.2261580824852
2007-10-11,1.3949999809265137,1.3090115,298.14016956090927
2007-10-12,4.777999877929688,1.2857531,294.64792281389236
2007-10-13,2.9749999046325684,1.2342153,292.9071381688118
2007-10-14,0.0,1.16594,294.0730782151222
2007-10-15,0.0,1.1066335,295.1797117590904
2007-10-16,0.0,1.0716677,296.25137943029404
2007-10-17,1.902999997138977,1.0467337,295.39511317014694
2007-10-18,0.0,1.0138471,296.4089602828026
2007-10-19,0.0,0.9551439,297.3641042113304
2007-10-20,0.0,0.91064954,298.2747537493706
2007-10-21,0.0,0.8864236,299.16117733716965
2007-10-22,0.0,0.8622689,300.0234462618828
2007-10-23,0.0,0.80312765,300.826573908329
2007-10-24,0.0,0.770651,301.59722489118576
2007-10-25,0.0,0.7779749,302.3751997947693
2007-10-26,0.0,0.77362406,303.14882385730743
2007-10-27,0.0,0.7783096,303.9271334409714
2007-10-28,0.0,0.74537444,304.6725078821182
2007-10-29,0.0,0.7197969,305.39230477809906
2007-10-30,0.0,0.7026219,306.0949266552925
2007-10-31,0.0,0.68043554,306.77536219358444
2007-11-01,0.0,0.6722523,307.44761449098587
2007-11-02,0.0,0.6438614,308.0914759039879
2007-11-03,0.0,0.61449754,308.70597344636917
2007-11-04,0.0,0.5996851,309.30565851926804
2007-11-05,0.0,0.56853306,309.8741915822029
2007-11-06,0.0,0.5655669,310.4397584795952
2007-11-07,0.0,0.57939935,311.0191578269005
2007-11-08,0.0,0.6176396,311.6367974281311
2007-11-09,0.0,0.6216724,312.2584698200226
2007-11-10,0.6669999957084656,0.64228636,312.23375618457794
2007-11-11,10.12399959564209,0.65166867,302.7614252567291
2007-11-12,0.0,0.60720277,303.36862802505493
2007-11-13,2.102999925613404,0.5373165,301.8029446005821
2007-11-14,0.0280000008642673,0.4749065,302.24985110387206
2007-11-15,0.0,0.43531924,302.68517034873366
2007-11-16,0.0,0.38660097,303.0717713199556
2007-11-17,0.0,0.36726576,303.4390370808542
2007-11-18,0.0,0.3548661,303.79390316829085
2007-11-19,1.4049999713897705,0.32809055,302.7169937454164
2007-11-20,0.0,0.30576628,303.0227600298822
2007-11-21,0.0,0.3080383,303.33079832419753
2007-11-22,0.0,0.28887874,303.6196770630777
2007-11-23,0.0,0.26301736,303.8826944194734
2007-11-24,0.0,0.2517575,304.13445192202926
2007-11-25,0.0,0.22090727,304.3553591929376
2007-11-26,0.0,0.21935302,304.5747122131288
2007-11-27,0.0099999997764825,0.21114898,304.775861190632
2007-11-28,0.0,0.20755875,304.98341994173825
2007-11-29,0.0,0.22122997,305.2046499121934
2007-11-30,0.0,0.19664347,305.40129338391125
2007-12-01,0.0,0.20385504,305.60514842160046
2007-12-02,0.3549999892711639,0.22777861,305.47792704589665
2007-12-03,0.781000018119812,0.26848245,304.96540947444737
2007-12-04,12.211000442504885,0.29535437,293.049763398245
2007-12-05,0.4120000004768371,0.25547493,292.89323832280934
2007-12-06,1.055999994277954,0.27108878,292.108327107504
2007-12-07,13.414999961853027,0.26072347,278.9540506172925
2007-12-08,0.3930000066757202,0.27088958,278.8319401908666
2007-12-09,0.0,0.25549734,279.0874375272542
2007-12-10,0.0,0.2789989,279.366436438635
2007-12-11,0.0,0.2710207,279.6374571491033
2007-12-12,0.0,0.2585705,279.8960276413709
2007-12-13,0.0,0.2526973,280.1487249303609
2007-12-14,0.0,0.25529575,280.4040206838399
2007-12-15,0.0,0.24378526,280.64780594594777
2007-12-16,0.0,0.24794388,280.8957498241216
2007-12-17,2.571000099182129,0.2697056,278.59445531852543
2007-12-18,5.535999774932861,0.28276825,273.3412237931043
2007-12-19,6.823999881744385,0.2854551,266.8026790190488
2007-12-20,5.855999946594238,0.27797335,261.22465242631733
2007-12-21,0.0,0.27549946,261.5001518893987
2007-12-22,0.0,0.27125186,261.7714037466794
2007-12-23,0.0,0.27087992,262.04228367097676
2007-12-24,0.0,0.28017342,262.3224570918828
2007-12-25,0.0,0.26498544,262.5874425340444
2007-12-26,0.0,0.2579918,262.84543432481587
2007-12-27,0.0,0.25560117,263.1010354924947
2007-12-28,5.683000087738037,0.30738235,257.72541774995625
2007-12-29,4.485000133514404,0.31295818,253.55337579734623
2007-12-30,0.5960000157356262,0.34750575,253.30488152988255
2007-12-31,0.0,0.38448626,253.6893677879125
2008-01-01,0.0,0.4123106,254.10167838819325
2008-01-02,0.0,0.432181,254.53385938890278
2008-01-03,0.0,0.4605537,254.99441309459507
2008-01-04,39.40399932861328,0.43293726,216.02335103042424
2008-01-05,27.496999740600582,0.4536013,188.97995259054005
2008-01-06,6.242000102996826,0.47007668,183.20802916772664
2008-01-07,0.9229999780654908,0.48759025,182.77261944301426
2008-01-08,0.335999995470047,0.520266,182.95688544400036
2008-01-09,14.130000114440918,0.5361536,169.36303894408047
2008-01-10,6.349999904632568,0.5430276,163.5560666192323
2008-01-11,2.79099988937378,0.53559744,161.30066417343915
2008-01-12,1.6649999618530271,0.5445345,160.18019871599972
2008-01-13,0.0,0.5432838,160.723482536152
2008-01-14,0.0,0.55315626,161.27663879282773
2008-01-15,0.0,0.56034905,161.83698784001172
2008-01-16,0.0,0.5826366,162.41962443478405
2008-01-17,0.0,0.60145354,163.0210779774934
2008-01-18,0.0,0.60489416,163.62597213871777
2008-01-19,0.0,0.60210466,164.22807680256665
2008-01-20,0.0,0.6143452,164.8424219954759
2008-01-21,0.0,0.64503884,165.4874608386308
2008-01-22,13.123000144958496,0.70822024,153.07268093712628
2008-01-23,8.940999984741211,0.73286736,144.86454831250012
2008-01-24,6.801000118255615,0.73581266,138.7993608582765
2008-01-25,12.79699993133545,0.7486698,126.75103073008358
2008-01-26,63.652000427246094,0.7830409,63.88207118399441
2008-01-27,13.67199993133545,0.77987456,50.989945815876126
2008-01-28,4.123000144958496,0.81643546,47.68338112719357
2008-01-29,0.0,0.85111845,48.53449957258999
2008-01-30,1.258999943733215,0.88013893,48.15563856251538
2008-01-31,2.375999927520752,0.90389323,46.68353186734021
2008-02-01,13.0649995803833,0.9206523,34.539184557273984
2008-02-02,1.85699999332428,0.91522664,33.59741120226681
2008-02-03,12.145999908447266,0.9382172,22.38962851651013
2008-02-04,0.2689999938011169,0.93141544,23.05204396136105
2008-02-05,0.0,0.9502795,24.002323435619473
2008-02-06,0.0,0.96895504,24.9712784755975
2008-02-07,0.0,0.9888125,25.960090981796384
2008-02-08,0.0,1.0133032,26.973394142463803
2008-02-09,0.0,1.041258,28.01465211994946
2008-02-10,0.0,1.0704446,29.085096703842282
2008-02-11,0.0,1.0964988,30.181595550850034
2008-02-12,0.0,1.1172172,31.298812733963132
2008-02-13,0.0,1.132242,32.43105469830334
2008-02-14,0.0,1.1655563,33.5966110099107
2008-02-15,0.0,1.2092555,34.80586646683514
2008-02-16,0.0,1.2386768,36.04454325325787
2008-02-17,0.0,1.2813506,37.32589386589825
2008-02-18,0.0,1.3260461,38.651939975097775
2008-02-19,0.0,1.3670455,40.01898549683392
2008-02-20,2.7170000076293945,1.4064136,38.70839904434979
2008-02-21,0.5740000009536743,1.4273591,39.56175814755261
2008-02-22,15.878000259399414,1.4965694,25.180327283218503
2008-02-23,0.824999988079071,1.5213525,25.87667982466519
2008-02-24,24.01000022888184,1.6074934,3.4741729963570798
2008-02-25,13.72700023651123,1.6172142,0.0
2008-02-26,0.0,1.6358078,1.635807752609253
2008-02-27,0.0,1.6576986,3.293506383895874
2008-02-28,0.0,1.6567647,4.950271129608154
2008-02-29,0.0,1.657362,6.607633113861084
2008-03-01,0.0,1.6307442,8.238377332687378
2008-03-02,0.0,1.5964994,9.834876775741577
2008-03-03,0.0,1.5600451,11.394921898841858
2008-03-04,0.0,1.5277946,12.922716498374939
2008-03-05,0.0,1.5150206,14.437737107276917
2008-03-06,0.0,1.5115169,15.949254035949707
2008-03-07,0.0,1.5067544,17.456008434295654
2008-03-08,0.0,1.5169117,18.972920179367065
2008-03-09,0.0,1.5337452,20.506665349006653
2008-03-10,0.0,1.711715,22.218380331993103
2008-03-11,0.0,1.7276449,23.946025252342224
2008-03-12,0.0,1.6970488,25.64307403564453
2008-03-13,0.0,1.6871581,27.3302321434021
2008-03-14,0.0,1.7075982,29.037830352783203
2008-03-15,0.1430000066757202,1.7599189,30.654749274253845
2008-03-16,0.1369999945163726,1.7949615,32.3127107322216
2008-03-17,0.0,1.6632469,33.9759576022625
2008-03-18,0.0,1.6751211,35.651078671216965
2008-03-19,0.0,1.6802232,37.331301897764206
2008-03-20,0.0,1.8220865,39.15338835120201
2008-03-21,0.0,1.8305597,40.983948081731796
2008-03-22,0.0,1.8503423,42.834290355443954
2008-03-23,0.0,1.7507658,44.58505615592003
2008-03-24,0.0,1.7617879,46.34684404730797
2008-03-25,0.0,1.7671378,48.11398181319237
2008-03-26,0.0,1.780916,49.894897788763046
2008-03-27,0.0,2.0546162,51.949514001607895
2008-03-28,0.0,2.072418,54.02193197607994
2008-03-29,1.2350000143051147,2.0730004,54.85993239283562
2008-03-30,0.0,1.8340938,56.694026201963425
2008-03-31,0.0,1.8503549,58.544381111860275
2008-04-01,0.0,1.8610156,60.40539667010307
2008-04-02,0.0,1.8648143,62.270210951566696
2008-04-03,0.0,1.8845475,64.15475842356682
2008-04-04,0.0,1.9078957,66.06265410780907
2008-04-05,0.0,1.924016,67.9866701066494
2008-04-06,0.0,1.9352839,69.92195400595665
2008-04-07,0.0,1.9374168,71.85937079787254
2008-04-08,0.0,1.9448301,73.80420085787773
2008-04-09,0.0,1.9347358,75.73893663287163
2008-04-10,0.0,1.9397994,77.67873606085777
2008-04-11,0.0,1.9575408,79.63627681136131
2008-04-12,0.0,1.9590385,81.59531530737877
2008-04-13,0.0,1.9154218,83.51073715090752
2008-04-14,0.0,1.8761286,85.3868657052517
2008-04-15,0.0,1.8368118,87.22367748618126
2008-04-16,0.0,1.8414217,89.06509920954704
2008-04-17,0.0,1.862807,90.92790624499321
2008-04-18,0.0,1.892875,92.82078120112419
2008-04-19,0.0,1.9252354,94.74601659178734
2008-04-20,0.0,1.957047,96.70306357741356
2008-04-21,0.0,1.9891454,98.69220897555351
2008-04-22,0.0,2.042048,100.73425695300102
2008-04-23,1.2289999723434448,2.0893707,101.59462770819664
2008-04-24,0.006000000052154,2.1332722,103.721899879165
2008-04-25,0.0,2.1669714,105.88887132424861
2008-04-26,0.0,2.202598,108.0914694191888
2008-04-27,0.0,2.2162097,110.30767906922847
2008-04-28,0.0,2.192769,112.50044811982661
2008-04-29,0.0,2.1683073,114.66875542420894
2008-04-30,0.0,2.1382124,116.80696786660701
2008-05-01,0.0,2.1133564,118.92032421845943
2008-05-02,0.0,2.11977,121.04009426850826
2008-05-03,0.0,2.117906,123.15800036210567
2008-05-04,0.0,2.1287656,125.286765945144
2008-05-05,0.0,2.1036196,127.39038552064449
2008-05-06,0.0,2.0866985,129.47708405274898
2008-05-07,0.0,1.9953246,131.4724086644128
2008-05-08,0.0,1.9026396,133.37504829186946
2008-05-09,0.0,1.8180895,135.19313777703792
2008-05-10,0.0,1.7342868,136.92742456216365
2008-05-11,0.0,1.6682898,138.5957143427804
2008-05-12,0.0,1.5941129,140.1898272158578
2008-05-13,0.0,1.5178139,141.70764113683254
2008-05-14,0.0,1.4610815,143.1687226416543
2008-05-15,0.0,1.405123,144.5738456370309
2008-05-16,0.0,1.3901168,145.96396244782954
2008-05-17,0.0,1.3841898,147.34815229196101
2008-05-18,0.0,1.3937651,148.74191738385707
2008-05-19,0.0,1.4016289,150.14354623574764
2008-05-20,0.0,1.4043263,151.54787255544215
2008-05-21,0.0,1.4200752,152.96794773358852
2008-05-22,0.0,1.4538976,154.4218453289941
2008-05-23,0.0,1.4796213,155.90146662015468
2008-05-24,0.9160000085830688,1.5429677,156.528434288688
2008-05-25,3.755000114440918,1.6600525,154.43348671216518
2008-05-26,0.0,1.7244238,156.15791047830135
2008-05-27,1.1519999504089355,1.7345145,156.74042500276119
2008-05-28,0.0,1.7120466,158.45247162599117
2008-05-29,0.0,1.6827109,160.13518251199275
2008-05-30,0.0,1.6555052,161.79068769235164
2008-05-31,0.0,1.6278341,163.41852177400142
2008-06-01,0.0,1.5845401,165.0030619027093
2008-06-02,0.0,1.5505455,166.55360735673457
2008-06-03,0.0,1.5232886,168.07689596433192
2008-06-04,0.0,1.4821122,169.55900813359767
2008-06-05,0.0,1.4607508,171.01975895185024
2008-06-06,0.0,1.465009,172.48476792592555
2008-06-07,0.0,1.4717962,173.95656408090144
2008-06-08,0.0,1.4639254,175.42048944253474
2008-06-09,0.0,1.4599767,176.88046611566097
2008-06-10,0.0,1.4597347,178.3402007939294
2008-06-11,0.0,1.4045463,179.74474705476314
2008-06-12,0.0,1.3400598,181.0848068119958
2008-06-13,0.0,1.300988,182.38579477090389
2008-06-14,0.0,1.2689129,183.65470768231899
2008-06-15,0.0,1.2336273,184.88833500165492
2008-06-16,0.0,1.1927836,186.0811185957864
2008-06-17,0.0,1.1488513,187.22996987123042
2008-06-18,0.0,1.130282,188.36025191564113
2008-06-19,0.0,1.1381553,189.4984072567895
2008-06-20,0.0,1.1401404,190.63854767102748
2008-06-21,0.0109999999403953,1.1518272,191.77937488723546
2008-06-22,0.0,1.1621177,192.94149260688573
2008-06-23,0.0,1.1650236,194.1065161721781
2008-06-24,0.0,1.1685005,195.27501671481878
2008-06-25,0.0,1.1633061,196.43832283187658
2008-06-26,0.0,1.1490991,197.58742194343358
2008-06-27,0.0,1.1294469,198.7168688075617
2008-06-28,0.0,1.1159754,199.83284418750554
2008-06-29,0.0,1.1023082,200.93515234161168
2008-06-30,0.0,1.0911264,202.02627878356725
2008-07-01,0.0,1.0776575,203.10393624473363
2008-07-02,0.0,1.063816,204.16775219608098
2008-07-03,0.0,1.058068,205.22582023311406
2008-07-04,0.0,1.0431371,206.2689573066309
2008-07-05,0.0,1.0313925,207.30034976173192
2008-07-06,0.0,1.0222459,208.32259564567357
2008-07-07,0.0,1.0384513,209.36104695964605
2008-07-08,0.0,1.0919455,210.45299248863012
2008-07-09,0.0,1.1353524,211.58834486175328
2008-07-10,0.0,1.1553928,212.74373762775213
2008-07-11,0.0,1.136571,213.88030867744237
2008-07-12,0.0,1.0963184,214.97662704158574
2008-07-13,0.0,1.0441515,216.02077858615667
2008-07-14,0.0,0.9872579,217.00803648401052
2008-07-15,0.0,0.9513338,217.95937030483037
2008-07-16,0.0,0.9341342,218.89350449014455
2008-07-17,0.0,0.92105705,219.8145615356043
2008-07-18,0.0,0.92779785,220.74235938955098
2008-07-19,0.0,0.92499995,221.66735934186727
2008-07-20,0.0,0.9236932,222.5910525219515
2008-07-21,0.0,0.92413247,223.51518498826772
2008-07-22,0.0,0.9225434,224.43772839475423
2008-07-23,0.0,0.91954577,225.3572741644457
2008-07-24,0.0,0.92448413,226.2817582981661
2008-07-25,0.0,0.9257901,227.20754836965352
2008-07-26,0.0,0.9300891,228.13763748575002
2008-07-27,0.0,0.9353886,229.07302611041814
2008-07-28,0.0,0.9344769,230.00750302243978
2008-07-29,0.0,0.92730075,230.93480377364904
2008-07-30,0.0,0.9242876,231.8590913908556
2008-07-31,0.0,0.91542226,232.77451365161687
2008-08-01,0.0,0.9127213,233.68723492790014
2008-08-02,0.0,0.9169979,234.60423283744603
2008-08-03,0.0,0.92091155,235.52514438796788
2008-08-04,0.0,0.9316101,236.45675449538976
2008-08-05,0.0,0.9316971,237.38845156598836
2008-08-06,0.0,0.93776834,238.32621990609914
2008-08-07,0.0,0.93980616,239.26602606941015
2008-08-08,0.0,0.92857844,240.1946045057848
2008-08-09,0.0,0.91704404,241.11164854932576
2008-08-10,0.0,0.9115876,242.0232361452654
2008-08-11,0.0,0.91471624,242.9379523890093
2008-08-12,0.0,0.9074937,243.84544609952718
2008-08-13,0.0,0.8932353,244.73868142534047
2008-08-14,0.0,0.8896204,245.62830184865743
2008-08-15,0.0,0.9028295,246.53113137651235
2008-08-16,0.0,0.9197724,247.45090376306325
2008-08-17,0.0,0.9047205,248.35562424827367
2008-08-18,0.0,0.88362366,249.23924790788442
2008-08-19,0.0,0.8788051,250.11805300880224
2008-08-20,0.0,0.90326524,251.02131824661046
2008-08-21,0.0,0.908242,251.92956023383886
2008-08-22,0.0,0.91345036,252.843010594137
2008-08-23,0.0,0.91038764,253.75339822936803
2008-08-24,0.0,0.88962734,254.64302556682378
2008-08-25,0.0,0.8694823,255.51250784564763
2008-08-26,0.0,0.85961264,256.37212048936635
2008-08-27,0.0,0.8499168,257.2220373051241
2008-08-28,0.0,0.8477522,258.0697895186022
2008-08-29,0.0,0.86144024,258.931229759939
2008-08-30,0.0,0.8552804,259.7865101592615
2008-08-31,0.0,0.832829,260.6193391578272
2008-09-01,0.0,0.81594384,261.43528299499303
2008-09-02,0.0,0.81626713,262.2515501277521
2008-09-03,0.0,0.80030406,263.05185418296605
2008-09-04,0.0,0.78716695,263.8390211360529
2008-09-05,0.0,0.79811937,264.6371405022219
2008-09-06,0.0,0.8132744,265.4504148857668
2008-09-07,0.0,0.83040804,266.28082292247564
2008-09-08,0.0,0.8284871,267.10931002069265
2008-09-09,0.0,0.8158648,267.9251748220995
2008-09-10,0.0,0.8088945,268.73406933713704
2008-09-11,0.0,0.8341047,269.56817405391484
2008-09-12,0.0,0.8781916,270.446365644224
2008-09-13,0.0,0.8941948,271.34056042600423
2008-09-14,0.0,0.8928304,272.2333907978609
2008-09-15,0.0,0.8865458,273.1199365751818
2008-09-16,0.0,0.8834365,274.00337307620794
2008-09-17,0.0,0.874637,274.87801008392125
2008-09-18,0.0,0.8491379,275.7271479861811
2008-09-19,0.0,0.8610373,276.5881853001192
2008-09-20,1.1979999542236328,0.8679086,276.2580939428881
2008-09-21,0.0,0.87364435,277.1317382948473
2008-09-22,0.0,0.8658679,277.9976062076166
2008-09-23,0.0,0.8632145,278.8608207004145
2008-09-24,0.0,0.8507695,279.7115902202204
2008-09-25,0.0,0.84463763,280.5562278525904
2008-09-26,0.0,0.85630935,281.41253720689565
2008-09-27,0.0,0.8334954,282.2460325853899
2008-09-28,0.0,0.8314114,283.0774440066889
2008-09-29,0.0,0.83871543,283.9161594407633
2008-09-30,0.0,0.8453872,284.761546661146
2008-10-01,0.0,0.84898806,285.61053471732885
2008-10-02,0.0,0.78696483,286.39749955106527
2008-10-03,0.0,0.74341,287.1409095423296
2008-10-04,4.682000160217285,0.7441397,283.203049053438
2008-10-05,0.3370000123977661,0.73879385,283.6048428909853
2008-10-06,0.0,0.7449657,284.3498085634783
2008-10-07,0.0,0.72497284,285.07478140760213
2008-10-08,0.0,0.7201823,285.7949637072161
2008-10-09,0.0,0.7610136,286.5559773342684
2008-10-10,0.0,0.7693516,287.32532893586904
2008-10-11,0.0,0.75435776,288.0796866910532
2008-10-12,0.0,0.7230689,288.802755584009
2008-10-13,0.0,0.68706024,289.48981582093984
2008-10-14,0.0,0.6558244,290.14564024377614
2008-10-15,0.0,0.62636256,290.7720028059557
2008-10-16,0.0,0.6030748,291.37507759500295
2008-10-17,0.0,0.5711746,291.946252216585
2008-10-18,0.0,0.54993516,292.4961873786524
2008-10-19,0.0,0.5211937,293.0173810617998
2008-10-20,0.0,0.47359735,293.4909784095362
2008-10-21,0.0,0.44804567,293.93902408052236
2008-10-22,0.0,0.4487695,294.3877935903147
2008-10-23,0.0,0.4403249,294.82811849284917
2008-10-24,0.0,0.4412197,295.269338180311
2008-10-25,0.0,0.4374073,295.7067454950884
2008-10-26,0.0,0.44263035,296.14937584567815
2008-10-27,0.0,0.4516074,296.6009832518175
2008-10-28,0.0,0.47230166,297.07328491378576
2008-10-29,0.0,0.49990475,297.5731896655634
2008-10-30,0.0,0.51891243,298.09210210014135
2008-10-31,6.144999980926514,0.5671178,292.51421992946416
2008-11-01,8.15999984741211,0.60922825,284.9634483354166
2008-11-02,21.07999992370605,0.6563883,264.53983669448644
2008-11-03,0.4370000064373016,0.6353877,264.73822440672666
2008-11-04,11.272000312805176,0.62288624,254.0891103344038
2008-11-05,0.0,0.5615891,254.65069945622236
2008-11-06,0.0,0.49951243,255.1502118902281
2008-11-07,0.0,0.46200925,255.6122211413458
2008-11-08,0.0,0.41622776,256.02844889927655
2008-11-09,2.2330000400543213,0.39462847,254.19007732439786
2008-11-10,0.0,0.37220782,254.56228514481336
2008-11-11,0.0,0.34351593,254.90580107737333
2008-11-12,0.0,0.33134955,255.23715062905103
2008-11-13,0.0,0.32762933,255.56477995682508
2008-11-14,0.0,0.31116086,255.8759408192709
2008-11-15,0.0,0.33326876,256.20920958090574
2008-11-16,0.0,0.3444959,256.55370547343045
2008-11-17,0.0,0.32098758,256.8746930556372
2008-11-18,0.0,0.31261027,257.18730332423
2008-11-19,0.0,0.31674975,257.50405307579786
2008-11-20,0.0,0.308183,257.8122360901907
2008-11-21,0.0,0.31773663,258.1299727158621
2008-11-22,0.0,0.33657366,258.4665463762358
2008-11-23,0.0,0.31080204,258.77734841872007
2008-11-24,0.0,0.32597774,259.10332616139203
2008-11-25,0.0,0.32002956,259.4233557181433
2008-11-26,0.0,0.298473,259.7218287186697
2008-11-27,0.7760000228881836,0.2999518,259.24578048754483
2008-11-28,0.0,0.28596264,259.531743128784
2008-11-29,0.0,0.28056866,259.8123117880896
2008-11-30,0.0,0.30634284,260.1186546282843
2008-12-01,0.0,0.27318978,260.3918444113806
2008-12-02,0.0,0.25183016,260.6436745719984
2008-12-03,0.0,0.2475478,260.8912223773077
2008-12-04,0.0,0.25237143,261.14359380770475
2008-12-05,0.0,0.26433766,261.4079314665869
2008-12-06,0.0,0.268695,261.6766264634207
2008-12-07,0.0,0.2526101,261.9292365508154
2008-12-08,0.0,0.23329061,262.162527163513
2008-12-09,0.0,0.24002981,262.40255697537214
2008-12-10,0.0,0.25782686,262.6603838400915
2008-12-11,0.0,0.25260544,262.91298927832395
2008-12-12,0.0,0.23128855,263.1442778306082
